BlockName,Category,CreatedOn,Crop,DistrictName,KCCCallID,KccAns,QueryText,QueryType,Season,Sector,StateName,day,month,year,QueryType_raw,mismatch_score,is_mismatch
VAMANAPURAM,Fruits,2024-04-27 22:00:57.443,Mango,TRIVANDRUM,1028871,suggested that yellowing of newly planted mango seedling is due to transplanting shock.follow proper irrigation,Asked about management of yellowing of mango leaves.,Nutrient Management,,HORTICULTURE,KERALA,27,4,2024,Nutrient Management,0.7689098826082394,True
KAZHAKUTTAM,Vegetables,2024-04-28 09:32:38.520,Amaranthus/Grain Amaranthus,TRIVANDRUM,1029747,"Suggested to plant varieties like Arun, Vaika ,Renushree, CO-1",Asked about Amaranthus varieties,Seeds and Planting Material,,HORTICULTURE,KERALA,28,4,2024,Seeds and Planting Material,0.7431608151731235,True
PARASSALA,Flowers,2024-04-28 17:46:12.917,Rose,TRIVANDRUM,1033147,Suggested to spray 19:19:19 fertilizer @ 5g per litre water in 15 days interval. Spray micronutrient mixture @ 10g per litre water at 15 days interval.,Asked about increasing flowers in rose,Nutrient Management,,HORTICULTURE,KERALA,28,4,2024,Nutrient Management,1.0,True
ATHIYANNOOR,Vegetables,2024-04-28 20:45:00.200,Amaranthus/Grain Amaranthus,TRIVANDRUM,1033701,"Weather forecast for Athiyannur, Kerala- There are no possibility for rainfall in the upcoming week. Tomorrow's expected maximum temperature is 34oC and minimum temperature is 28oC. Wind speed is likely to run at 6 km/hr. Schedule the agricultural operations as per the weather forecast",Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,28,4,2024,Weather,0.9441609637266607,True
PARASSALA,Vegetables,2024-04-29 18:34:57.483,Amaranthus/Grain Amaranthus,TRIVANDRUM,1038656,"20ml neemoil+20g turmeric+ 5g bar soap
Management in oraganic method- Spray 25g turmeric and kayam in 1L water.OR Vineagar 2ml/L",Asked about the management of ANT PROBLEM in Amaranthus.,Plant Protection,,HORTICULTURE,KERALA,29,4,2024,Plant Protection,0.9909382108055077,True
ATHIYANNOOR,Others,2024-04-30 20:46:40.103,Others,TRIVANDRUM,1043681,"Weather forecast for Athiyannoor, Trivandrum - There is 50% chance for rainfall today and in no possibilities in the next five days but partly cloudy weather will remain. Today's expected maximum temperature is  31°C and minimum temperature of 28°C and wind speed is likely to run at 18 kilometres per hour. Schedule the agricultural operations as per the weather forecast",Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,30,4,2024,Weather,0.9198390281496706,True
AMBALAPPUZHA,Flowers,2024-04-02 12:03:14.320,Rose,ALAPPUZHA,841821,Keep the plant out of direct sunlight,Asked about application of hydrogen peroxide for rose,Cultural Practices,,HORTICULTURE,KERALA,2,4,2024,Cultural Practices,1.0,True
CHAMPAKULAM,Plantation Crops,2024-04-08 10:02:04.323,Coconut,ALAPPUZHA,888114,Suggested to soil drench hexaconazole 25ml in 25 liters of water,Asked about management of button shedding in coconut,Plant Protection,,HORTICULTURE,KERALA,8,4,2024,Plant Protection,1.0,True
AMBALAPPUZHA,Fruits,2024-04-11 12:42:37.653,Jack Fruit,ALAPPUZHA,913883,Suggested to spray 1g Borax per litre of water,Asked about dosage of Borax for foliar spray,Nutrient Management,,HORTICULTURE,KERALA,11,4,2024,Nutrient Management,0.7864018508844455,True
PATTANAKKAD,Vegetables,2024-04-24 13:37:38.407,Cowpea (Vegetable),ALAPPUZHA,1010055,Suggested to spray neem oil garlic emulsion in cowpea plant,Asked about management of sucking pests in cowpea,Nutrient Management,,HORTICULTURE,KERALA,24,4,2024,Nutrient Management,0.9084640910919212,True
CHELANNUR,Condiments and Spices,2024-03-05 16:16:56.130,Nutmeg,KOZHIKODE,620361,Fully ripe tree-burst fruits are selected for raising seedlings. The fleshy rind and the mace are removed before sowing. The seeds should be sown immediately after collection.,Asked about seed Propagation in nutmeg,Seeds and Planting Material,,HORTICULTURE,KERALA,5,3,2024,Seeds and Planting Material,1.0,True
KUNNUMMAL,Fruits,2024-03-07 10:59:40.243,Papaya,KOZHIKODE,637692,Papaya - Spray Malathion 50 EC (2 ml / litre of water) or Dimethoate 30 EC (2 ml / litre of water) to control the vector.,Asked about the management of Papaya leaf curl disease.,Plant Protection,,HORTICULTURE,KERALA,7,3,2024,Plant Protection,0.9455994274340725,True
KUNNUMMAL,Vegetables,2024-03-07 11:02:11.280,Chillies,KOZHIKODE,637693,Chilli - spray Imidacloprid 17.8 SL (200 SL) (2-3 ml/10 litre of water),Asked about the management of Thrips in Chillies.,Plant Protection,,HORTICULTURE,KERALA,7,3,2024,Plant Protection,1.0,True
KOZHIKODE,Fruits,2024-03-07 19:17:35.983,Banana,KOZHIKODE,642083,"Recommended to apply Lime @ 1Kg per plant in acid soils two weeks ahead of fertilizer application. Apply Organic manure @ 15 kg/plant at planting time.
Apply 110g Urea, 360g Rajphos and 110g Potash per plant at one month after planting.
The second dose has to apply in two months after planting. The Urea and Potash needed at this time is 110 gram and 134 gram respectively per plant.
The third dose has to apply in two months after planting. The Urea, Rajphos and Potash needed at this time is 110 gram 280gram and 140 gram respectively per plant.
The fertilizer dose at  4th and 5th months are the same and the dosage is 110 gram Urea and 110 gram Potash respectively each time.
The sixth dose has to be applied just after complete bunch emergence. The fertilizer dose is 110 gram Urea and 210 gram Potash respectively.
Apply the fertilizer 60-75 cm around the plant. Irrigate immediately after manuring.",Asked about nutrient management for tissue culture banana,Nutrient Management,,HORTICULTURE,KERALA,7,3,2024,Nutrient Management,1.0,True
KOZHIKODE,Beekeeping,2024-03-08 17:19:35.293,Beekeeping,KOZHIKODE,650978,Suggested to store water for a day and use it for irrigation,Asked about usage of Chlorinated water for irrigation,Cultural Practices,,AGRICULTURE,KERALA,8,3,2024,Cultural Practices,0.7476060759748893,True
KOZHIKODE,Fruits,2024-03-08 18:48:54.783,Grape,KOZHIKODE,650975,Spray Potassium Sulphate @ 2g per litre water.,Asked about inducing flowering in grapes,Nutrient Management,,HORTICULTURE,KERALA,8,3,2024,Nutrient Management,1.0,True
MELDAY,Plantation Crops,2024-03-13 13:46:00.160,Arecanut,KOZHIKODE,690606,Suggested to apply borax @ 50g per palm.,Asked about management of immature nut drops in arecanut,Nutrient Management,,HORTICULTURE,KERALA,13,3,2024,Nutrient Management,1.0,True
KODUVALLY,Condiments and Spices,2024-03-14 11:53:46.107,Nutmeg,KOZHIKODE,699549,Suggested to spray Copper Oxy Chloride 2gram in one litre of water,Asked about management of fruit rot in Nutmeg,Plant Protection,,HORTICULTURE,KERALA,14,3,2024,Plant Protection,1.0,True
KOZHIKODE,Fruits,2024-03-14 20:15:04.093,Mango,KOZHIKODE,699556,Suggested to remove and destroy affected parts. Spray Mancozeb @ 3g per litre water.,Asked about  management of anthracnose disease in mango,Plant Protection,,HORTICULTURE,KERALA,14,3,2024,Plant Protection,1.0,True
THUNERI,Vegetables,2024-03-18 18:14:24.360,Tomato,KOZHIKODE,734792,Suggested to spray Potassium nitrate 3g per litre of water,Asked about fruit fall in Tomato,Organic Farming,,HORTICULTURE,KERALA,18,3,2024,Organic Farming,1.0,True
KOZHIKODE,Plantation Crops,2024-03-19 10:34:52.180,Rubber,KOZHIKODE,743973,Suggested to call to Rubber board call centre @ 0481 2576622,Asked about rubber root development,Cultural Practices,,HORTICULTURE,KERALA,19,3,2024,Cultural Practices,0.8327733194742553,True
BALUSSERI,Beekeeping,2024-03-20 13:41:35.997,Beekeeping,KOZHIKODE,752820,"Honey is easy to store, simply keep it in a cool place away from sunlight and tightly seal the container.",Asked about storage of honey,Storage,,AGRICULTURE,KERALA,20,3,2024,Storage,1.0,True
KOZHIKODE,Plantation Crops,2024-03-25 16:17:26.477,Arecanut,KOZHIKODE,783964,"The first split has to be applied in September-October. The urea, rock phosphate, Muriate of Potash needed at this time is 74 gram, 78 gram, 78 gram respectively per plant.

The second dose has to apply in March-April and the dosage is 71 gram urea, 72 gram rock phosphate, 76 gram Muriate of Potash respectively.",Asked about the nutrient management of Arecanut.,Nutrient Management,,HORTICULTURE,KERALA,25,3,2024,Nutrient Management,1.0,True
KUNNAMANGALAM,Vegetables,2024-03-27 08:03:43.730,Tomato,KOZHIKODE,795626,Suggested to soil drench bleaching powder 10gram in one litre of water,Asked about management of bacterial wilt in Tomato,Plant Protection,,HORTICULTURE,KERALA,27,3,2024,Plant Protection,1.0,True
VADAKARA,Plantation Crops,2024-03-28 11:53:05.837,Coconut,KOZHIKODE,804805,Suggested to contact SMAM district office kozhikode 9496572709,Asked about SMAM scheme,Agriculture Mechanization,,HORTICULTURE,KERALA,28,3,2024,Agriculture Mechanization,0.7632104862210858,True
KODUVALLY,Condiments and Spices,2024-03-29 10:59:29.540,Nutmeg,KOZHIKODE,811388,Spray Borax @ 1-2g/L water. Also spray carbendazim 50 WP @ 1g/L,Asked about management of fruit drop in nutmeg,Plant Protection,,HORTICULTURE,KERALA,29,3,2024,Plant Protection,1.0,True
CHITTUR,Others,2024-03-04 21:22:51.777,Others,PALAKKAD,611357,Weather forecast for Cjhittur district-Palakkad and block-Chiitur. There is no rainfall in the next three days but partly cloudy weather will remain. Today's expected maximum temperature is  34°C and minimum temperature 21°C and the wind is likely to run at 16 kilometers per hour.,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,4,3,2024,Weather,0.9400552152506048,True
OTTAPPALAM,Fruits,2024-03-05 18:17:31.980,Passion Fruit,PALAKKAD,620375,"For passion fruit, spray Potassium sulphate @ 2g per litre water.",Asked about increasing fruit production in passion fruit,Nutrient Management,,HORTICULTURE,KERALA,5,3,2024,Nutrient Management,0.6229399795416953,True
PATTAMBI,Others,2024-03-14 12:23:48.257,Others,PALAKKAD,699624,"Weather forecast for Pattambi, Palakkad district. There is no chance of rainfall today and upcoming days. Todays maximum temperature is 34°C and minimum temperature is 26°C.Wind is expected to run at 18km/hr. Schedule agriculture operations according to the weather forecast.",Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,14,3,2024,Weather,0.9436731320051277,True
ATTAPPADI,Others,2024-03-28 12:19:19.520,Others,PALAKKAD,805353,"Weather forecast for Attapadi, Palakkad- There are no possibility for rainfall in the upcoming week. Tomorrow's expected maximum temperature is 34oC and minimum temperature is 21oC. Wind speed is likely to run at 13 km/hr. Schedule the agricultural operations as per the weather forecast",Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,28,3,2024,Weather,0.9443559258859188,True
KAZHAKUTTAM,Vegetables,2024-03-09 10:48:05.040,Bhindi(Okra/Ladysfinger),TRIVANDRUM,654729,Spray Carbendazim 50 WP @ 1g/lL,Asked about management of leaf spot in bhindi,Plant Protection,,HORTICULTURE,KERALA,9,3,2024,Plant Protection,1.0,True
VELLANAD,Others,2024-03-15 09:44:14.450,Others,TRIVANDRUM,707269,"Suggested to spray neem oil garlic emulsion (20g garlic + 20 ml neem oil + 5g bar soap + 1 litre water)
Or spray azhadirachtin @ 5 ml per litre water.",Asked about management of ticks,Plant Protection,,AGRICULTURE,KERALA,15,3,2024,Plant Protection,1.0,True
KILIMANOOR,Others,2024-03-31 15:28:52.200,Others,TRIVANDRUM,829046,"Weather forecast for Coimbatore, Tamilnadu. There is no chance of rainfall today and upcoming days. Todays maximum temperature is 36°C and minimum temperature is 24°C.Wind is expected to run at 14km/hr.",Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,31,3,2024,Weather,0.9675872461860736,True
KILIMANOOR,Others,2024-03-31 20:43:17.230,Others,TRIVANDRUM,832543,"Weather forecast for Kilimanoor,Trivandrum.There is no chance of rainfall today.Todays maximum temperature is 36°C and minimum temperature is 24°C.Wind is expected to run at 16km/hr.Schedule agriculture operations according to the weather forecast.",Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,31,3,2024,Weather,0.9411811994103285,True
PARAVUR,Fruits,2024-03-04 12:57:20.427,Banana,ERNAKULAM,606361,"The first split of fertilizer has to be applied in one month after planting. The urea, rock phosphate, Muriate of Potash needed at this time is 90 gram, 360 gram, 100 gram respectively per plant. The second dose has to apply in two month after planting. The urea, rock phosphate, Muriate of Potash needed at this time is 65 gram, 280 gram, 100 gram respectively per plant. The fertilizer dose at 3rd, 4th, 5th months are same and the dosage is 65 gram urea, 100 gram Muriate of Potash respectively each time. The sixth dose has to be applied at just after complete bunch emergence. The fertilizer dose is 65 gram urea.",Asked about nutrient management of nendran banana,Nutrient Management,,HORTICULTURE,KERALA,4,3,2024,Nutrient Management,1.0,True
KOTHAMANGALAM,Others,2024-03-06 11:15:47.103,Others,ERNAKULAM,626808,Perlite is primarily used to aerate compost. It excellent for creating a free-draining potting compost for plants that need good drainage,Asked about perlite,Cultural Practices,,AGRICULTURE,KERALA,6,3,2024,Cultural Practices,0.6442086023721233,True
KOTHAMANGALAM,Vegetables,2024-03-14 20:10:15.440,Chillies,ERNAKULAM,699543,Suggested to Spray Borax 1g/L,Asked about the flower dropping of chilli.,Nutrient Management,,HORTICULTURE,KERALA,14,3,2024,Nutrient Management,1.0,True
VYTTILA,Fruits,2024-03-15 11:29:43.963,Banana,ERNAKULAM,707265,Suggested dipping of suckers in Chlorpyrifos 20EC 2ml in one litre of water followed by 2nd & 5th month,Asked about sucker treatment in Banana,Plant Protection,,HORTICULTURE,KERALA,15,3,2024,Plant Protection,1.0,True
0   ,Vegetables,2024-03-15 16:14:50.913,Tomato,ERNAKULAM,707301,Spray Lecancillium lecanii 20g/L,papaya leaf spot tomato,Plant Protection,,HORTICULTURE,KERALA,15,3,2024,Plant Protection,1.0,True
KOOVAPPADY,Fruits,2024-03-18 18:12:50.967,Jack Fruit,ERNAKULAM,739200,The fruit drop can be a result in fluctuation of temperatura,Asked about immature fruit drop in Jack,Cultural Practices,,HORTICULTURE,KERALA,18,3,2024,Cultural Practices,0.5468376031006863,True
PALLURUTHY,Condiments and Spices,2024-03-20 18:05:14.573,Pepper,ERNAKULAM,752771,"Suggested to contact 
Pepper Research Station, Panniyur, Phone: 0460 222 7287
District Agricultural Farm Peringamala, Phone no: +91-472-2846488
State Seed Farm Ulloor, Phone no: +91471 2530035
State Seed Farm, Chirayinkizhu, Phone no: +91470 2644291
District Agrl Farm, Neriyamangalam, Phone no: +91485 2554416
State Seed Farm, Aluva, Phone no: +91-9447465365
State Seed Farm, Okkal, Phone no: +91-9447388326",Asked about availability of pepper seedlings,Seeds and Planting Material,,HORTICULTURE,KERALA,20,3,2024,Seeds and Planting Material,0.984886548320808,True
PARAKKADAV,Vegetables,2024-03-24 18:52:58.570,Chillies,ERNAKULAM,776188,Suggested to spray Lecancillium lecanii@20g/L.,Asked about the management of Thrips in Chilli.,Plant Protection,,HORTICULTURE,KERALA,24,3,2024,Plant Protection,1.0,True
PARAVUR,Fruits,2024-03-25 12:40:42.320,Banana,ERNAKULAM,783960,Suggested to apply 250 gram lime per plant,Asked about lime application in Nendran Banana after two weeks of planting,Nutrient Management,,HORTICULTURE,KERALA,25,3,2024,Nutrient Management,0.9445451641284953,True
PARAVUR,Fruits,2024-03-25 12:42:39.397,Banana,ERNAKULAM,783961,"After two weeks of fertilizer application apply  urea, rock phosphate, Muriate of Potash needed at this time is 87 gram, 361 gram, 100 gram respectively per plant.",Asked about fertilizer requirement in Nendran Banana,Nutrient Management,,HORTICULTURE,KERALA,25,3,2024,Nutrient Management,0.973761266129143,True
PARAVUR,Vegetables,2024-03-26 13:53:43.433,Amaranthus/Grain Amaranthus,ERNAKULAM,791085,"Prepare the area by ploughing, add lime according to the area taken (1-3kg per cent). after two weeks, add organic manure @ 200 kg/cent. broadcast the seed by mixing with sand @ 1:100 ratio. after one month, spray 19:19:19 @ 5-10g/L water",Asked about planting activities of amaranthus,Field Preparation,,HORTICULTURE,KERALA,26,3,2024,Field Preparation,1.0,True
ANGAMALI,Others,2024-03-31 13:35:39.993,Others,ERNAKULAM,828347,"Weather forecast for ernakulam, angamali. There is no chance of rainfall today and tomorrow.Todays maximum temperature is 36°C and minimum temperature is 27°C.Wind is expected to run at 13km/hr. Schedule agriculture operations according to the weather forecast.",Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,31,3,2024,Weather,0.9430300947714677,True
